experiment,condition,sub_name,left,right,response,RT
2,tone,29,2,4,4,2.5389379484113306
2,tone,29,1,2,2,1.4601710590650328
2,tone,29,3,2,2,2.580696892226115
2,tone,29,1,3,4,2.3117030819994397
2,tone,29,1,4,1,4.932655327953398
2,tone,29,4,3,4,2.130710346857086
2,tone,29,3,2,3,3.292403373925481
2,tone,29,1,2,1,2.382370213570539
2,tone,29,2,3,2,1.630432432924863
2,tone,29,3,4,3,2.151953688939102
2,tone,29,1,4,4,1.637568071251735
2,tone,29,2,1,1,1.9436654050368816
2,tone,29,4,2,2,2.0157059095799923
2,tone,29,2,1,1,1.6579120816895738
2,tone,29,4,2,2,2.5716294869198464
2,tone,29,2,1,1,1.4881231455947272
2,tone,29,2,4,4,1.6304000390227884
2,tone,29,3,4,3,1.6075896020047367
2,tone,29,2,3,3,1.4205315101426095
2,tone,29,4,2,4,2.260380881722085
2,tone,29,3,2,3,1.2828308162861504
2,tone,29,4,1,1,2.919454012007918
2,tone,29,2,4,1,1.908581208146643
2,tone,29,1,4,2,1.8751061221119016
2,tone,29,2,4,1,1.9854211415513419
2,tone,29,4,3,4,2.3322183631244116
2,tone,29,3,2,3,1.6357071860693395
2,tone,29,2,3,3,1.536501991271507
2,tone,29,4,1,1,1.8403397703077644
2,tone,29,2,3,1,2.661617174046114
2,tone,29,1,2,1,1.676601116603706
2,tone,29,4,2,2,4.022457952843979
2,tone,29,4,3,3,2.159443415061105
2,tone,29,2,1,1,2.254608352901414
2,tone,29,2,4,1,2.802784977306146
2,tone,29,4,1,4,2.7359778515528888
2,tone,29,1,4,1,1.8920186242321506
2,tone,29,2,4,2,1.8090248121297918
2,tone,29,4,3,3,2.580541016650386
2,tone,29,1,4,4,2.3388809222960845
2,tone,29,2,1,1,2.6171733852825128
2,tone,29,4,2,4,1.8908014475018717
2,tone,29,2,3,3,2.0512237356742844
2,tone,29,4,2,4,1.4445456531248055
2,tone,29,4,1,4,2.1443738371599466
2,tone,29,2,3,2,2.390089583583176
2,tone,29,3,1,3,2.666567026055418
2,tone,29,1,4,1,1.9629651130526327
2,tone,29,1,2,1,2.0491271126666106
2,tone,29,1,4,4,2.1215425526024774
2,tone,29,4,2,4,2.46200564422179
2,tone,29,3,4,3,1.5717224990949035
2,tone,29,1,3,1,1.998549330572132
2,tone,29,4,1,4,1.6432710012886673
2,tone,29,4,1,4,1.3544158818549477
2,tone,29,2,1,1,2.206330537737813
2,tone,29,3,4,3,2.1172312773996964
2,tone,29,2,1,1,2.2887832755222917
2,tone,29,4,1,4,7.564062785182614
2,tone,29,2,3,3,2.346085838682484
2,tone,29,4,2,4,2.187632843037136
2,tone,29,1,2,1,2.29635158093879
2,tone,29,1,2,2,2.2884307914064266
2,tone,29,1,3,1,1.8527751789661124
2,tone,29,1,3,1,2.4470229845610447
2,tone,29,4,1,4,1.632969741243869
2,tone,29,4,1,4,2.342654651205521
2,tone,29,1,3,3,2.164784238964785
2,tone,29,3,2,3,1.596507039561402
2,tone,29,3,4,4,2.106277649058029
2,tone,29,4,1,4,1.5343752194894478
2,tone,29,3,2,3,2.0408211244503036
2,tone,29,3,4,4,1.8211090195691213
2,tone,29,3,1,3,2.239632107957732
2,tone,29,2,3,3,1.980581300565973
2,tone,29,1,3,3,2.2149947832804173
2,tone,29,3,1,3,1.7221251296577975
2,tone,29,1,2,2,2.4927140988293104
2,tone,29,4,2,4,1.6909609152935445
2,tone,29,2,3,2,3.4218221344053745
2,tone,29,1,3,1,2.074984179926105
2,tone,29,1,2,1,1.9532084554084577
2,tone,29,1,2,1,1.5052059562294744
