experiment,condition,sub_name,left,right,response,RT
2,hum,28,2,4,2,6.837468580342829
2,hum,28,2,3,1,2.731558810453862
2,hum,28,2,4,1,2.978531183616724
2,hum,28,1,4,1,2.6511247578891926
2,hum,28,3,4,4,2.523950156988576
2,hum,28,1,4,1,3.6950040588271804
2,hum,28,3,2,3,2.8562942469725385
2,hum,28,4,2,4,2.901620047807228
2,hum,28,4,3,2,2.489955806348007
2,hum,28,3,4,2,3.812334442336578
2,hum,28,2,1,2,3.5084716462297365
2,hum,28,1,4,1,2.331684986304026
2,hum,28,4,1,2,1.8575739663210697
2,hum,28,1,2,1,1.9022207782254554
2,hum,28,1,2,1,3.643487174413167
2,hum,28,4,3,3,2.439168907236308
2,hum,28,2,1,2,2.6382419285946526
2,hum,28,2,4,4,2.2128352969302796
2,hum,28,1,2,1,1.7595942872576416
2,hum,28,1,3,1,1.6434422719758004
2,hum,28,4,2,2,2.6730442022671923
2,hum,28,1,2,1,1.956053986796178
2,hum,28,2,1,1,2.253191039664671
2,hum,28,4,2,4,3.2415202553384006
2,hum,28,4,1,1,3.7944523682817817
2,hum,28,1,3,1,2.5454555368050933
2,hum,28,2,4,4,1.8730066125281155
2,hum,28,1,2,1,1.6734659644425847
2,hum,28,2,3,2,3.186745378479827
2,hum,28,3,4,4,1.8718465260462835
2,hum,28,2,1,1,1.788062431034632
2,hum,28,3,1,1,1.7014366533840075
2,hum,28,1,2,1,2.9415790454950184
2,hum,28,3,2,1,2.6710563073283993
2,hum,28,3,4,4,3.5825022908393294
2,hum,28,2,3,2,3.2170089782448485
2,hum,28,4,1,1,3.827417811669875
2,hum,28,4,1,1,3.0283058536006138
2,hum,28,1,3,1,2.6446742023690604
2,hum,28,1,4,4,2.4678557900479063
2,hum,28,4,1,4,3.4258909364580177
2,hum,28,4,2,4,1.5809858714346774
2,hum,28,3,2,2,2.3972062987741083
2,hum,28,4,2,2,3.8664749118615873
2,hum,28,3,2,2,1.7644456746056676
2,hum,28,2,3,2,1.7998528483440168
2,hum,28,2,1,1,1.8516385059338063
2,hum,28,3,1,1,3.0629160089883953
2,hum,28,2,1,2,2.603104810928926
2,hum,28,1,3,2,2.549795998609625
2,hum,28,4,2,4,1.7827620193711482
2,hum,28,2,3,2,2.2210415375884622
2,hum,28,2,4,4,3.411145297519397
2,hum,28,1,4,1,2.1883734125294723
2,hum,28,2,1,1,2.527857951761689
2,hum,28,4,2,4,1.605081480287481
2,hum,28,1,3,2,2.6491002995171584
2,hum,28,3,2,2,2.030994867964182
2,hum,28,2,3,2,2.3093338370672427
2,hum,28,4,3,4,1.874611874576658
2,hum,28,4,2,4,1.7916430795448832
2,hum,28,4,2,4,1.9700189648428932
2,hum,28,4,3,4,2.89157344866544
2,hum,28,1,3,2,1.9056737754726782
2,hum,28,1,4,1,9.845681235659868
2,hum,28,1,3,2,11.193927202257328
2,hum,28,2,3,1,3.8891387744806707
2,hum,28,2,4,4,3.659907032677438
2,hum,28,1,3,1,2.1007918544346467
2,hum,28,4,2,2,3.327592450135853
2,hum,28,3,4,4,1.7571775740361772
2,hum,28,4,2,2,2.365630906482693
2,hum,28,3,4,2,2.39465648191981
2,hum,28,3,1,2,2.7473644675919786
2,hum,28,4,2,4,1.6144346575019881
2,hum,28,2,3,1,2.312161728332285
