experiment,condition,sub_name,left,right,response,RT
2,hum,29,1,2,2,3.0044395679142326
2,hum,29,1,2,2,4.351255712623242
2,hum,29,3,4,4,2.184846646967344
2,hum,29,4,2,2,5.236477711878251
2,hum,29,1,2,2,2.703012087382376
2,hum,29,2,3,3,2.0899799895705655
2,hum,29,4,2,4,4.047183478716761
2,hum,29,2,4,2,1.9153419111971743
2,hum,29,2,3,2,1.9371465336880647
2,hum,29,2,1,2,10.826196786190849
2,hum,29,3,4,4,2.755899458308704
2,hum,29,1,4,1,2.740427041426301
2,hum,29,1,2,4,2.7788673745817505
2,hum,29,4,3,2,8.802380213921424
2,hum,29,2,3,2,2.975999327725731
2,hum,29,3,2,2,6.067853993969038
2,hum,29,2,3,2,4.16795403015567
2,hum,29,2,3,2,5.863749013340566
2,hum,29,2,4,2,4.639078396779951
2,hum,29,1,4,1,4.541750123724341
2,hum,29,4,1,1,2.8503286376944743
2,hum,29,2,1,1,5.155899329984095
2,hum,29,2,3,2,4.286575679376256
2,hum,29,2,1,4,2.8888950184336863
2,hum,29,4,1,4,3.8457357600564137
2,hum,29,2,3,2,1.956197674619034
2,hum,29,4,2,2,5.480781918158755
2,hum,29,2,1,1,2.821573439054191
2,hum,29,4,3,2,6.3230059870984405
2,hum,29,1,3,3,4.120863884396385
2,hum,29,4,2,4,3.3120299075962976
2,hum,29,3,1,1,2.05771855218336
2,hum,29,2,3,2,1.7299432849977165
2,hum,29,3,4,3,2.6474818874849007
2,hum,29,2,1,1,1.7087329783826135
2,hum,29,4,1,1,4.919531308347359
2,hum,29,3,2,2,1.7875268092029728
2,hum,29,3,1,3,2.5106975240050815
2,hum,29,1,4,4,2.0892041396000423
2,hum,29,3,2,2,2.1095087000285275
2,hum,29,3,2,2,3.355203598854132
2,hum,29,4,3,3,3.246698789007496
2,hum,29,1,2,4,2.021070146933198
2,hum,29,3,1,2,3.747086713963654
2,hum,29,2,4,4,2.7226780710043386
2,hum,29,1,2,1,1.9982911416445859
2,hum,29,1,2,1,3.596137877437286
2,hum,29,2,3,2,6.155675780028105
2,hum,29,1,3,4,2.866859789879527
2,hum,29,2,3,2,2.701630696072243
2,hum,29,4,1,4,1.7259450439014472
2,hum,29,2,4,2,2.6271154258865863
2,hum,29,2,1,1,2.3842554743168876
2,hum,29,2,1,1,1.6686161807738245
2,hum,29,3,1,2,3.1464172186679207
2,hum,29,3,4,4,2.2598333927453496
2,hum,29,3,1,1,2.477885711065028
2,hum,29,1,3,1,2.245599641581066
2,hum,29,3,2,3,1.8395761082065292
2,hum,29,4,2,4,1.5840437272563577
2,hum,29,3,1,1,1.986306681705173
2,hum,29,2,1,1,1.9266367979580536
2,hum,29,1,3,3,2.4935810365714133
2,hum,29,4,3,4,1.5614436902687885
2,hum,29,1,3,1,1.6947012881282717
2,hum,29,1,4,4,2.065709902672097
2,hum,29,3,4,4,4.0373864088905975
