experiment,condition,sub_name,left,right,response,RT
2,hum,24,4,3,4,5.83731655345764
2,hum,24,1,4,1,3.9200403096037917
2,hum,24,2,1,2,1.8354126902413554
2,hum,24,4,2,4,6.318327794841025
2,hum,24,4,1,4,2.1122628229204565
2,hum,24,1,4,1,2.8652763376012444
2,hum,24,3,2,2,2.0211128042428754
2,hum,24,2,3,2,1.1453440504847094
2,hum,24,2,3,2,1.148818216053769
2,hum,24,2,1,1,2.9601869352627546
2,hum,24,4,1,4,2.861073469684925
2,hum,24,4,1,1,1.7865562750957906
2,hum,24,2,1,2,2.5749673414975405
2,hum,24,3,1,2,9.78423000825569
2,hum,24,1,3,2,1.4929344414849766
2,hum,24,3,2,2,1.4335471224039793
2,hum,24,3,2,2,2.3949961368343793
2,hum,24,2,3,2,1.3908545286394656
2,hum,24,1,3,4,2.576236476772465
2,hum,24,3,1,2,1.6222005336312577
2,hum,24,3,4,4,1.7048142786952667
2,hum,24,3,1,2,10.639157617464662
2,hum,24,2,4,4,2.440518866875209
2,hum,24,1,4,1,2.2940734238363802
2,hum,24,3,4,4,2.5145443797810003
2,hum,24,2,1,2,1.8408484507235698
2,hum,24,1,4,1,1.671068174415268
2,hum,24,3,4,2,1.4765290161012672
2,hum,24,1,2,2,1.900987564935349
2,hum,24,2,1,2,2.291930294712074
2,hum,24,2,4,3,11.045994205633178
2,hum,24,2,3,2,1.633167632680852
2,hum,24,3,2,2,1.3388000978739
2,hum,24,4,1,1,2.4066226601717062
2,hum,24,4,3,2,2.7894572931108996
2,hum,24,1,3,2,1.8906811731867492
2,hum,24,2,1,2,1.5379164179321378
2,hum,24,2,1,2,1.6204916752758436
2,hum,24,2,1,2,1.0896259017754346
2,hum,24,2,3,2,2.2446916501503438
2,hum,24,3,1,2,1.1241446487256326
2,hum,24,3,4,4,3.175103460031096
2,hum,24,1,2,2,2.328834002430085
2,hum,24,3,2,4,3.6620815934729762
2,hum,24,4,1,4,1.5042296490282752
2,hum,24,3,1,2,2.6364968274720013
2,hum,24,1,3,2,4.780621135432739
2,hum,24,3,4,4,2.5398998226737604
2,hum,24,1,3,2,2.1013383812387474
2,hum,24,4,3,4,3.803010130941402
2,hum,24,1,2,2,2.851895411964506
2,hum,24,4,2,2,6.724507845239714
2,hum,24,3,4,2,2.1590896479901858
2,hum,24,1,2,1,2.790115755284205
2,hum,24,1,3,2,1.9596339938580059
2,hum,24,4,2,4,4.17615289404057
2,hum,24,4,2,2,2.076698490709532
2,hum,24,4,3,4,1.7636922759120353
2,hum,24,4,3,4,1.7945626999717206
2,hum,24,3,4,4,1.9007508648792282
2,hum,24,1,4,2,5.5635409547248855
2,hum,24,3,4,4,3.151334035268519
2,hum,24,4,1,1,2.7431003399542533
2,hum,24,4,2,2,1.5107376154628582
2,hum,24,1,2,1,1.5390620714752004
2,hum,24,2,4,2,1.5114544507814571
2,hum,24,2,4,3,6.874052839295473
2,hum,24,4,1,1,2.1755848782486282
2,hum,24,2,3,2,2.171170006680768
2,hum,24,2,1,2,2.7584358044550754
2,hum,24,1,3,2,1.818954023416154
2,hum,24,1,3,2,3.6509804286179133
2,hum,24,1,3,2,1.6479206483927555
2,hum,24,4,3,4,3.455162513128016
2,hum,24,4,1,1,2.462071394256782
2,hum,24,4,2,2,5.761913177266251
2,hum,24,2,4,2,1.802387270028703
2,hum,24,3,2,3,2.1993703395710327
2,hum,24,3,4,4,2.001719121763017
2,hum,24,2,4,2,1.4307487384648994
2,hum,24,3,1,2,2.0243489868589677
2,hum,24,1,2,1,2.7942374781123362
2,hum,24,3,1,2,2.062441646878142
2,hum,24,4,2,4,2.252855554339476
2,hum,24,3,1,2,2.4778834659955464
2,hum,24,2,4,2,2.891588523052633
2,hum,24,1,2,1,2.006412709131837
2,hum,24,1,4,1,1.7099447026266716
2,hum,24,3,2,2,3.2145066296798177
2,hum,24,3,2,2,1.529019000416156
2,hum,24,2,4,4,4.167369015573058
