experiment,condition,sub_name,left,right,response,RT
1,hum,111,4,3,4,1.6515745891174447
1,hum,111,4,3,4,1.682048045117881
1,hum,111,3,4,4,1.9477074186438585
1,hum,111,3,4,4,1.64191540289994
1,hum,111,3,1,1,2.1065980811845293
1,hum,111,1,3,1,1.3286333162382107
1,hum,111,1,4,4,1.6335734659114678
1,hum,111,4,3,4,1.9839826085899404
1,hum,111,4,3,4,1.3052743531543456
1,hum,111,4,1,1,1.465678874074456
1,hum,111,4,1,1,1.2301908263389123
1,hum,111,3,1,4,2.326318267555962
1,hum,111,2,1,2,2.1554694067503988
1,hum,111,4,1,1,1.8021560294059782
1,hum,111,3,4,4,1.3764985033008088
1,hum,111,4,3,4,1.430433877584619
1,hum,111,3,4,4,1.5065931419007939
1,hum,111,2,4,4,1.5394445101946985
1,hum,111,4,2,1,1.5000620617788627
1,hum,111,2,4,2,3.9072559681139865
1,hum,111,1,3,1,1.3648940732123265
1,hum,111,3,4,4,1.5660467224165586
1,hum,111,2,3,2,2.407547033046285
1,hum,111,1,2,2,1.4576637637146632
1,hum,111,4,1,1,1.5643099548055943
1,hum,111,4,2,2,1.4908445244991526
1,hum,111,3,4,4,1.4594409436467686
1,hum,111,4,1,2,1.379158018911312
1,hum,111,4,3,4,1.4353734820119826
1,hum,111,1,2,2,1.906973723331248
1,hum,111,1,4,1,1.6044329750425277
1,hum,111,3,4,4,1.4441808021588258
1,hum,111,3,2,2,1.5226137406380076
1,hum,111,2,3,2,1.268898453138263
1,hum,111,1,2,2,1.615771196984042
1,hum,111,1,3,1,1.4435191305833541
1,hum,111,3,4,4,1.460044241869582
1,hum,111,2,4,2,1.5714032793634942
1,hum,111,1,4,1,1.5477995972237295
1,hum,111,3,2,2,1.5579039604394893
1,hum,111,2,1,2,1.388701741353998
1,hum,111,2,1,2,1.209477908091685
1,hum,111,2,4,2,3.2113253284865095
1,hum,111,1,2,2,1.5469281664572918
1,hum,111,1,3,1,1.575068292011565
1,hum,111,1,4,1,1.2875096099533039
1,hum,111,1,3,1,1.431315251064916
1,hum,111,2,1,2,1.5519630284993582
1,hum,111,3,2,2,1.9788460742797724
1,hum,111,1,2,2,1.3008684479518706
1,hum,111,3,1,1,1.5099666085179706
1,hum,111,2,4,2,2.267798339951696
1,hum,111,1,4,2,1.8651970052546858
1,hum,111,4,2,4,1.742917339804535
1,hum,111,4,2,2,1.515774436384163
1,hum,111,2,3,3,1.7450335342082326
1,hum,111,1,3,3,1.4731795291704657
1,hum,111,2,1,2,1.401635287782483
1,hum,111,4,3,4,1.574444787628181
1,hum,111,2,1,2,1.7025383748664353
1,hum,111,2,4,4,1.5964191476141423
1,hum,111,1,3,3,1.3631595507304155
1,hum,111,4,2,2,1.5088873429572232
1,hum,111,4,3,4,3.4318534405479113
1,hum,111,2,4,2,1.4784889384100097
1,hum,111,2,3,2,1.2136108697595773
1,hum,111,2,3,2,1.1689020132712358
1,hum,111,1,4,1,1.8272020465310561
1,hum,111,4,1,1,1.7534877276439147
1,hum,111,2,3,3,2.0358191080358665
1,hum,111,1,4,1,1.764708561414409
1,hum,111,1,2,2,1.6056023664941677
1,hum,111,4,2,4,1.8644776017918048
1,hum,111,1,2,2,1.8984114429731562
1,hum,111,2,3,3,1.8558534200210488
1,hum,111,2,1,2,1.452855018232185
1,hum,111,4,2,4,1.9925375120956232
1,hum,111,3,4,4,1.4250805279643828
1,hum,111,1,2,2,1.700889808750162
1,hum,111,1,2,2,1.2800073511934897
1,hum,111,4,3,4,1.4647782566316891
1,hum,111,1,2,2,2.18507945030251
1,hum,111,3,1,1,1.5968011402687807
1,hum,111,1,3,3,1.834327123627645
1,hum,111,3,2,2,1.6886875328950737
1,hum,111,1,2,2,1.4119850115193913
1,hum,111,3,2,2,1.8074362519687384
1,hum,111,3,1,1,1.3344456343629645
1,hum,111,3,2,2,1.6956900900968321
1,hum,111,1,2,2,1.4751504316582214
1,hum,111,2,1,2,1.3757576107464047
1,hum,111,2,4,2,1.6385098630116772
1,hum,111,2,3,2,1.4168800340999042
1,hum,111,2,3,2,1.2512171004418633
1,hum,111,3,1,1,1.450003062997439
1,hum,111,4,3,4,1.6016195077331759
1,hum,111,1,3,1,1.5747247872818662
1,hum,111,4,1,4,2.6488589452833367
1,hum,111,2,3,3,1.6390891062815172
1,hum,111,3,1,2,1.385900461887104
1,hum,111,1,2,2,1.3777528889199857
1,hum,111,1,4,1,1.6113191062718215
1,hum,111,1,2,2,1.354924417733855
1,hum,111,4,1,1,1.654193371673955
1,hum,111,3,1,1,1.304944319198512
1,hum,111,2,1,2,1.3559870051935832
1,hum,111,3,4,4,1.7006152615526844
1,hum,111,3,4,4,1.3795813860847375
1,hum,111,2,1,2,1.8016624217693789
1,hum,111,3,2,2,1.5605522504047258
1,hum,111,3,2,2,2.6152753442183894
1,hum,111,2,1,2,1.5572541559745332
1,hum,111,4,2,4,1.6392985447391766
1,hum,111,1,3,3,1.613637362281679
1,hum,111,1,4,4,1.487850805407561
1,hum,111,2,4,2,1.4564366403760687
1,hum,111,2,4,2,1.6431534311504947
1,hum,111,4,2,2,2.0868666050218962
1,hum,111,3,1,1,1.4162462662702637
1,hum,111,2,1,2,1.4361336185288565
1,hum,111,3,2,3,1.9496144953222938
1,hum,111,3,1,1,1.306866149581765
1,hum,111,3,1,1,1.1899475313362018
1,hum,111,1,3,3,1.754859501433657
1,hum,111,4,2,2,1.8716244887118592
1,hum,111,4,1,1,1.5330401194919432
1,hum,111,4,1,1,1.390093400571459
1,hum,111,1,4,4,1.755670955183632
1,hum,111,4,2,2,2.5389274890703746
1,hum,111,4,3,4,1.9802736555607225
1,hum,111,2,1,2,1.4807879504569428
1,hum,111,4,1,1,1.4181783600997733
1,hum,111,2,3,3,1.585592494341654
1,hum,111,3,2,2,1.7362374397062013
1,hum,111,1,4,1,1.8593333698968308
1,hum,111,2,3,2,1.7980387836405498
1,hum,111,4,2,2,1.4481235693319832
1,hum,111,2,4,2,1.6429584256638918
1,hum,111,4,1,1,1.4040706112295993
1,hum,111,2,4,2,1.844520971268139
1,hum,111,4,3,3,1.8369321146769835
1,hum,111,3,1,1,1.4043448376946799
1,hum,111,1,3,1,1.9241082267617458
1,hum,111,4,3,4,1.6751115588540415
1,hum,111,1,3,2,2.089720163919992
1,hum,111,3,2,2,1.88031826948054
1,hum,111,3,2,3,2.0233057214545624
1,hum,111,1,3,1,1.4412589271942124
1,hum,111,1,3,1,1.4946105679505308
1,hum,111,3,2,3,2.2455866377617895
1,hum,111,4,2,4,1.9806582140768114
1,hum,111,3,1,4,1.7765734264612547
1,hum,111,2,4,2,2.0270560490025673
1,hum,111,4,1,4,1.8674793392005995
1,hum,111,3,4,4,1.59033132009381
1,hum,111,3,4,4,1.5960037987583746
1,hum,111,1,4,1,1.3427461968317402
1,hum,111,3,4,4,1.472266723885241
1,hum,111,1,4,1,1.2920463741006643
1,hum,111,2,1,2,1.6732294993266805
1,hum,111,2,3,1,2.0305424135331123
1,hum,111,3,1,1,1.795649966435576
1,hum,111,4,2,2,2.383321770918883
1,hum,111,2,1,2,1.3286708419650495
1,hum,111,2,3,2,1.403595926822618
1,hum,111,3,4,4,1.4821279717089055
1,hum,111,4,1,2,2.3316196584773934
1,hum,111,3,2,3,2.041910142883353
1,hum,111,2,3,2,1.7850988225582114
1,hum,111,4,2,4,1.7019113424235002
1,hum,111,4,3,4,1.4994103329172503
1,hum,111,3,1,1,3.499005568240591
1,hum,111,2,4,4,2.9847725732483923
1,hum,111,4,1,1,2.0596873946597043
1,hum,111,1,4,4,1.4277134227600072
1,hum,111,1,2,2,1.6667298510101318
1,hum,111,3,2,3,2.009464501464663
1,hum,111,4,3,4,1.658441476383814
1,hum,111,1,4,1,2.436530364887858
1,hum,111,2,4,2,1.712646586875053
