experiment,condition,sub_name,left,right,response,RT
2,di,211,4,3,3,1.8207337635176373
2,di,211,1,4,4,2.5740638403585763
2,di,211,2,1,1,1.3544075428435463
2,di,211,4,2,2,4.234671992518997
2,di,211,4,1,4,1.9107063762421603
2,di,211,1,4,4,2.6506824688985944
2,di,211,3,2,1,2.839466097218974
2,di,211,2,3,3,3.4900898722189595
2,di,211,2,3,3,2.068456007320492
2,di,211,2,1,1,1.899090437036648
2,di,211,4,1,1,6.23149482451845
2,di,211,4,1,4,3.6626470434421208
2,di,211,2,1,2,2.974064994996297
2,di,211,3,1,1,2.304144398534845
2,di,211,1,3,1,3.1412008386541856
2,di,211,3,2,1,2.3496773920414853
2,di,211,3,2,1,2.261586512082431
2,di,211,2,3,3,3.598466068673588
2,di,211,1,3,4,3.243592181970598
2,di,211,3,1,3,1.8175299747817917
2,di,211,3,4,4,1.6543327161416528
2,di,211,3,1,3,2.5855492417758796
2,di,211,2,4,4,3.203603035537526
2,di,211,1,4,4,2.3095403882907704
2,di,211,3,4,4,1.7932675854754052
2,di,211,2,1,1,5.016182837578526
2,di,211,1,4,1,4.469533537463576
2,di,211,3,4,4,3.0272580231830943
2,di,211,1,2,2,2.1020452738375752
2,di,211,2,1,1,2.20809648634895
2,di,211,2,4,2,3.312404201453319
2,di,211,2,3,2,4.316059901131666
2,di,211,3,2,3,4.106904358777683
2,di,211,4,1,4,2.8936415265416144
2,di,211,4,3,4,1.844907630875241
2,di,211,1,3,4,3.840876995876897
2,di,211,2,1,1,2.021075599339383
2,di,211,2,1,2,2.6798071504599648
2,di,211,2,1,2,3.3027277267028694
2,di,211,2,3,1,3.1496957378913066
2,di,211,3,1,4,2.437384997647314
2,di,211,3,4,4,2.6994705682154745
2,di,211,1,2,1,2.5835324809740996
2,di,211,3,2,2,3.053462122072233
2,di,211,4,1,1,2.65539177213941
2,di,211,3,1,3,2.2754950413291226
2,di,211,1,3,3,2.1074925806751708
2,di,211,3,4,4,3.4558078252812265
2,di,211,1,3,1,2.2738971561047947
2,di,211,4,3,4,2.762969346709724
2,di,211,1,2,2,2.392918757701409
2,di,211,4,2,2,2.5622067109216005
2,di,211,3,4,4,2.973504676752782
2,di,211,1,2,2,3.2872771195470705
2,di,211,1,3,4,1.8412105568204424
2,di,211,4,2,4,2.639143826025247
2,di,211,4,2,4,3.488740874789073
2,di,211,4,3,4,3.5335086025006603
2,di,211,4,3,3,2.250492403312819
2,di,211,3,4,3,1.966189428618236
2,di,211,1,4,4,3.393624046664627
2,di,211,3,4,4,2.8682302763627376
2,di,211,4,1,4,2.1883256234796136
2,di,211,4,2,2,2.8645437864543055
2,di,211,1,2,2,2.9700747721799416
2,di,211,2,4,2,2.8202590806322405
2,di,211,2,4,2,8.033917695756827
2,di,211,4,1,4,3.123050953676284
2,di,211,2,3,2,1.9242034067501663
2,di,211,2,1,1,2.856584188375564
2,di,211,1,3,1,5.736389671023062
2,di,211,1,3,3,2.250781061818998
2,di,211,1,3,3,2.149087309895549
2,di,211,4,3,4,2.163710108594387
2,di,211,4,1,1,3.408296558773145
2,di,211,4,2,4,3.3562536743847886
2,di,211,2,4,2,2.148510313607403
2,di,211,3,2,3,2.7028645508398768
2,di,211,3,4,3,1.7375795855623437
2,di,211,2,4,2,2.486119855500874
2,di,211,3,1,3,2.3371813651101547
2,di,211,1,2,2,2.1045498675157432
2,di,211,3,1,3,1.8280233531113481
2,di,211,4,2,4,2.8254494813954807
2,di,211,3,1,3,2.4278201375273056
2,di,211,2,4,1,2.721859884521109
