experiment,condition,sub_name,left,right,response,RT
1,tone,118,4,3,4,1.4686085350604117
1,tone,118,4,3,4,1.3508426715825408
1,tone,118,3,4,4,1.1607965432276615
1,tone,118,3,4,4,1.3528819156445024
1,tone,118,3,1,2,1.408010463714163
1,tone,118,1,3,1,1.691963171727366
1,tone,118,1,4,1,1.5577319680214714
1,tone,118,4,3,4,1.4140502568779993
1,tone,118,4,3,4,1.2599288862547837
1,tone,118,4,1,4,1.376716502738418
1,tone,118,4,1,4,1.3746038099679936
1,tone,118,3,1,2,1.8990336844117337
1,tone,118,2,1,1,1.926916289640758
1,tone,118,4,1,4,1.198596969294158
1,tone,118,3,4,3,1.851640985278209
1,tone,118,4,3,4,1.3015637198013792
1,tone,118,3,4,4,1.377223587491244
1,tone,118,2,4,1,2.108526080064621
1,tone,118,4,2,1,1.3834923866725148
1,tone,118,2,4,4,2.125316968063089
1,tone,118,1,3,1,1.3725113236105244
1,tone,118,3,4,4,1.3626101810814362
1,tone,118,2,3,1,1.950545925969891
1,tone,118,1,2,1,1.3354299892689596
1,tone,118,4,1,4,1.4376051615518008
1,tone,118,4,2,1,1.4251509547375463
1,tone,118,3,4,4,1.41232886290436
1,tone,118,4,1,4,1.3770747656535605
1,tone,118,4,3,4,1.369003746846829
1,tone,118,1,2,1,1.929901065552258
1,tone,118,1,4,4,1.6051464772526742
1,tone,118,3,4,2,1.4541150841841954
1,tone,118,3,2,1,1.5630254068382783
1,tone,118,2,3,1,1.4005761072949099
1,tone,118,1,2,1,1.3030317317670779
1,tone,118,1,3,1,2.4543453731484988
1,tone,118,3,4,4,1.3751141020875366
1,tone,118,2,4,1,1.5110625301895197
1,tone,118,1,4,4,1.8450213001260636
1,tone,118,3,2,1,1.8436886390563814
1,tone,118,2,1,1,1.3626637441138882
1,tone,118,2,1,1,1.1969705133906245
1,tone,118,2,4,1,1.2289088344368793
1,tone,118,1,2,1,1.3202655571740252
1,tone,118,1,3,2,1.4427879462009514
1,tone,118,1,4,4,1.3733869348543521
1,tone,118,1,3,2,1.6774517595940779
1,tone,118,2,1,1,1.218651353412497
1,tone,118,3,2,2,1.4760361560083766
1,tone,118,1,2,1,1.3493704900411103
1,tone,118,3,1,2,1.1995793858659454
1,tone,118,2,4,4,1.3552909691443347
1,tone,118,1,4,4,1.1512215899429066
1,tone,118,4,2,4,1.2874445686766194
1,tone,118,4,2,4,1.3919537420670167
1,tone,118,2,3,2,1.2924903987459402
1,tone,118,1,3,2,1.2013857750707757
1,tone,118,2,1,1,2.095194337585781
1,tone,118,4,3,2,1.3609237474111069
1,tone,118,2,1,1,1.2016984933707135
1,tone,118,2,4,4,1.7864287954862448
1,tone,118,1,3,2,1.324354629609843
1,tone,118,4,2,4,1.4181771762468998
1,tone,118,4,3,3,1.5503713810476256
1,tone,118,2,4,4,1.1585132185227849
1,tone,118,2,3,3,1.3356031870971492
1,tone,118,2,3,3,1.2495799952657762
1,tone,118,1,4,4,1.1490056199490937
1,tone,118,4,1,4,1.1144603508473665
1,tone,118,2,3,2,1.5778386322253937
1,tone,118,1,4,4,1.1303454783501365
1,tone,118,1,2,1,1.283427020529416
1,tone,118,4,2,2,1.5227803254965693
1,tone,118,1,2,1,1.3210936993837095
1,tone,118,2,3,2,2.0239413924209657
1,tone,118,2,1,1,1.1386230516045543
1,tone,118,4,2,4,1.3110257737616848
1,tone,118,3,4,2,1.21156114749283
1,tone,118,1,2,1,1.2869188811928325
