experiment,condition,sub_name,left,right,response,RT
1,hum,114,1,2,1,1.1793001012556488
1,hum,114,1,2,1,1.2640013907014236
1,hum,114,3,4,4,2.0992828072924112
1,hum,114,4,2,4,2.116338465179979
1,hum,114,1,2,1,1.3149351909376037
1,hum,114,2,3,2,1.960921480853358
1,hum,114,4,2,4,1.824065999305276
1,hum,114,2,4,4,1.3108548163461364
1,hum,114,2,3,3,1.5925693690942353
1,hum,114,2,1,2,1.905017590641819
1,hum,114,3,4,3,1.4919683461462228
1,hum,114,1,4,4,1.2276946525025778
1,hum,114,1,2,1,1.4521216697012278
1,hum,114,4,3,4,1.6906529529474028
1,hum,114,2,3,3,1.6739026335767448
1,hum,114,3,2,3,1.6380401116025496
1,hum,114,2,3,3,1.3669463357935001
1,hum,114,2,3,3,1.3394151933496232
1,hum,114,2,4,4,1.3112034539174147
1,hum,114,1,4,1,1.3516191120102121
1,hum,114,4,1,4,1.4120604223869577
1,hum,114,2,1,1,1.4410778449644113
1,hum,114,2,3,1,1.595984862650539
1,hum,114,2,1,1,1.3901947206586556
1,hum,114,4,1,4,1.3513519408079446
1,hum,114,2,3,3,1.642933225481329
1,hum,114,4,2,4,1.045038072698162
1,hum,114,2,1,1,1.2749887663010213
1,hum,114,4,3,4,1.399287201344805
1,hum,114,1,3,3,1.5763947667801403
1,hum,114,4,2,4,1.263693807048412
1,hum,114,3,1,1,1.455023027078596
1,hum,114,2,3,3,1.2746224883742343
1,hum,114,3,4,4,1.2428621508854576
1,hum,114,2,1,1,1.2087864365551013
1,hum,114,4,1,4,1.3546853265279424
1,hum,114,3,2,3,1.6148594015558047
1,hum,114,3,1,4,1.4939597819138726
1,hum,114,1,4,4,2.0174135967367874
1,hum,114,3,2,3,1.773238682669671
1,hum,114,3,2,3,1.8538005825166692
1,hum,114,4,3,4,1.270764702995848
1,hum,114,1,2,1,1.9856898228940736
1,hum,114,3,1,3,2.1166810088102466
1,hum,114,2,4,4,1.6729009821187901
1,hum,114,1,2,1,1.4709083275629382
1,hum,114,1,2,1,1.181214560926719
1,hum,114,2,3,1,1.4295128279061373
1,hum,114,1,3,2,1.6816217324046647
1,hum,114,2,3,1,1.610260721246732
1,hum,114,4,1,4,1.547267332531419
1,hum,114,2,4,4,1.303678398999864
1,hum,114,2,1,1,2.2937542557358483
1,hum,114,2,1,1,1.2769895033468401
1,hum,114,3,1,3,1.8308219347236445
1,hum,114,3,4,4,1.3750682761940425
1,hum,114,3,1,4,1.4866486563983017
1,hum,114,1,3,1,1.5756253265469695
1,hum,114,3,2,2,1.5935646058776456
1,hum,114,4,2,4,1.2094686372120123
1,hum,114,3,1,1,1.4602099330595593
1,hum,114,2,1,1,1.1674836289480481
1,hum,114,1,3,2,1.4292453359701085
1,hum,114,4,3,4,1.2666548209008397
1,hum,114,1,3,1,0.7268602636879677
1,hum,114,1,4,1,1.524158787575061
1,hum,114,3,4,2,1.1370722975536864
1,hum,114,4,1,4,1.0238946633435262
1,hum,114,2,3,2,1.786570301146412
1,hum,114,3,1,1,1.326715099598914
1,hum,114,4,3,3,1.4182156235176535
1,hum,114,1,3,1,1.8597627019378251
1,hum,114,1,3,1,1.2688431871824832
1,hum,114,4,2,4,1.4249240903429836
1,hum,114,1,4,4,1.3552450068973485
1,hum,114,1,4,4,1.625741255756111
1,hum,114,1,4,2,2.047793816959256
1,hum,114,2,1,1,1.5806422436480716
1,hum,114,3,2,1,1.5041998479082395
1,hum,114,4,1,4,1.2853295426882596
1,hum,114,4,1,4,1.2142100440337344
1,hum,114,1,3,1,1.5368688240714619
1,hum,114,4,1,4,1.709579771451672
1,hum,114,1,4,4,1.4779298305145403
1,hum,114,4,1,4,2.016603423319566
1,hum,114,4,3,4,1.4770612835573047
1,hum,114,3,2,2,1.9991769972330076
1,hum,114,1,4,4,1.1966540415176041
1,hum,114,4,1,4,1.2642175652397327
1,hum,114,4,1,4,1.094982409358181
1,hum,114,2,4,1,1.5442880368561873
1,hum,114,4,2,4,1.3088768513953255
1,hum,114,1,4,4,1.4425140906348588
1,hum,114,3,1,3,2.7397819844502465
1,hum,114,2,4,4,1.4386684931384934
1,hum,114,4,1,4,1.0494337285522306
1,hum,114,3,2,3,1.79951158666654
1,hum,114,1,2,1,2.016694511700507
1,hum,114,2,1,1,1.3453215051008556
1,hum,114,4,3,3,1.8171352640008536
1,hum,114,2,3,3,1.9012476863069878
1,hum,114,2,1,1,1.0049178103765826
1,hum,114,1,4,2,1.6048178697442381
1,hum,114,1,3,4,1.458116183230004
1,hum,114,3,4,4,1.2843901135750002
1,hum,114,2,4,4,1.4098233045774577
1,hum,114,3,4,4,1.0895151820916453
1,hum,114,4,3,4,1.0977875466146543
1,hum,114,3,4,4,1.4248686034068214
1,hum,114,2,1,1,1.2347533605679928
1,hum,114,3,4,2,1.1631030475798525
1,hum,114,4,3,4,1.2978817781863654
1,hum,114,3,4,4,0.9430649508267379
1,hum,114,3,4,4,1.1024388272562646
1,hum,114,1,2,1,1.3195229662997008
1,hum,114,2,1,1,1.1913734812856092
