experiment,condition,sub_name,left,right,response,RT
2,gi,223,1,2,1,1.9413112344918773
2,gi,223,1,2,1,1.9980015209293924
2,gi,223,3,4,4,2.085642735066358
2,gi,223,4,2,4,3.338579755218234
2,gi,223,1,2,1,2.9473249534494244
2,gi,223,2,3,1,3.7746170383761637
2,gi,223,4,2,4,2.274079331662506
2,gi,223,2,4,1,3.4279006411670707
2,gi,223,2,3,1,5.016730968025513
2,gi,223,2,1,1,2.958077482995577
2,gi,223,3,4,4,2.1180568407289684
2,gi,223,1,4,1,2.2843385759042576
2,gi,223,1,2,1,2.576514551125001
2,gi,223,4,3,4,2.3707238048082218
2,gi,223,2,3,2,2.6550902843591757
2,gi,223,3,2,4,2.067315485444851
2,gi,223,2,3,1,2.3237564992159605
2,gi,223,2,3,1,1.9133196979528293
2,gi,223,2,4,1,3.057618483842816
2,gi,223,1,4,4,4.237828954413999
2,gi,223,4,1,1,1.867460199573543
2,gi,223,2,1,2,2.883503839664627
2,gi,223,2,3,2,4.472657784761395
2,gi,223,2,1,1,3.3343284568400122
2,gi,223,4,1,4,1.9703005672781728
2,gi,223,2,3,2,2.316452797385864
2,gi,223,4,2,1,2.6223955384921283
2,gi,223,2,1,1,2.4476022259914316
2,gi,223,4,3,4,2.007010232307948
2,gi,223,1,3,1,2.3497781017795205
2,gi,223,4,2,1,3.6875403119483963
2,gi,223,3,1,1,2.876826526829973
2,gi,223,2,3,2,2.188835907552857
2,gi,223,3,4,4,2.854225206829142
2,gi,223,2,1,1,2.537341666815337
2,gi,223,4,1,4,2.7690545888617635
2,gi,223,3,2,4,3.3241923736059107
2,gi,223,3,1,1,3.466083106060978
2,gi,223,1,4,1,2.285285696561914
2,gi,223,3,2,2,1.8599060063716024
2,gi,223,3,2,2,2.42349539155839
2,gi,223,4,3,4,2.173019345616922
2,gi,223,1,2,1,2.3316134631168097
2,gi,223,3,1,4,3.404771076166071
2,gi,223,2,4,4,3.4462102504912764
2,gi,223,1,2,1,2.456435176427476
2,gi,223,1,2,1,3.211332348291762
2,gi,223,2,3,1,2.298278536880389
2,gi,223,1,3,4,2.9369528117240407
2,gi,223,2,3,2,2.6450696645188145
2,gi,223,4,1,1,2.2295123820076697
2,gi,223,2,4,1,5.100986538571306
2,gi,223,2,1,1,2.692181299382355
2,gi,223,2,1,2,2.5887572000501677
2,gi,223,3,1,4,2.7514740026090294
2,gi,223,3,4,4,2.1884968942031264
2,gi,223,3,1,1,2.653044336999301
2,gi,223,1,3,1,3.48367491789395
2,gi,223,3,2,2,4.995593467436265
2,gi,223,4,2,4,2.8466870502452366
2,gi,223,3,1,1,2.6553702831151895
2,gi,223,2,1,1,3.293880022596568
2,gi,223,1,3,4,2.4609664736199193
2,gi,223,4,3,4,2.804729252704419
2,gi,223,1,3,1,2.9137821930344217
2,gi,223,1,4,4,4.2879140926525
2,gi,223,3,4,4,2.8415470042964444
2,gi,223,4,1,4,2.4819272510358132
2,gi,223,2,3,2,1.9232447397662327
2,gi,223,3,1,4,2.8490072232089005
2,gi,223,4,3,4,2.5345862609683536
2,gi,223,1,3,1,3.3428769182646647
2,gi,223,1,3,1,4.028221180429682
2,gi,223,4,2,2,2.520139223197475
2,gi,223,1,4,4,2.4430792678613216
2,gi,223,1,4,1,2.7104395916103385
2,gi,223,1,4,1,3.286577282997314
2,gi,223,2,1,2,3.0114523660740815
2,gi,223,3,2,4,2.4983875214820728
2,gi,223,4,1,1,2.604886796150822
2,gi,223,4,1,1,2.1937296315445565
2,gi,223,1,3,2,3.5246256179525517
2,gi,223,4,1,4,2.086525388644077
2,gi,223,1,4,1,2.771052426483948
2,gi,223,4,1,1,2.8368726608459838
2,gi,223,4,3,4,2.3211774958181195
2,gi,223,3,2,2,3.191663157311268
2,gi,223,1,4,4,2.922208776464686
2,gi,223,4,1,1,3.258979604986962
2,gi,223,4,1,4,2.5812273824121803
2,gi,223,2,4,2,3.0267531914869323
2,gi,223,4,2,4,1.970928239170462
2,gi,223,1,4,1,1.9907003849511966
2,gi,223,3,1,1,2.445259281084873
2,gi,223,2,4,4,2.3257312441710383
2,gi,223,4,1,1,2.1431640372611582
2,gi,223,3,2,4,2.0754415433038957
2,gi,223,1,2,1,3.286764911026694
2,gi,223,2,1,2,2.5945913092582487
2,gi,223,4,3,4,1.8507577767013572
2,gi,223,2,3,2,1.978683531167917
2,gi,223,2,1,1,3.5883421732578427
2,gi,223,1,4,4,2.5730615538195707
2,gi,223,1,3,1,2.312979273381643
2,gi,223,3,4,3,2.9025594708509743
2,gi,223,2,4,4,3.139203321770765
2,gi,223,3,4,4,2.444562010408845
2,gi,223,4,3,4,2.2450855086790398
2,gi,223,3,4,4,1.9254202627344057
2,gi,223,2,1,2,2.72164659795817
2,gi,223,3,4,4,2.7959745608386584
2,gi,223,4,3,4,3.147004799102433
2,gi,223,3,4,4,2.514420256658923
2,gi,223,3,4,4,2.910767635970842
2,gi,223,1,2,1,2.9855606597848237
2,gi,223,2,1,2,2.1316565053421073
2,gi,223,3,2,4,2.897531681053806
2,gi,223,3,1,1,2.2374492081580684
2,gi,223,3,1,1,1.9380317530594766
2,gi,223,4,3,4,2.516132001648657
2,gi,223,2,4,2,3.1362904366105795
2,gi,223,1,2,1,2.3080996616045013
2,gi,223,1,2,2,2.1980319262947887
2,gi,223,4,2,2,2.148195355082862
2,gi,223,3,2,4,2.420678725990001
2,gi,223,4,2,2,2.8570184590644203
2,gi,223,3,1,4,2.900923418579623
2,gi,223,4,3,4,2.9840939538553357
2,gi,223,4,3,4,2.328733292699326
2,gi,223,4,3,4,2.57264588563703
2,gi,223,2,4,2,2.1322463309043087
2,gi,223,2,3,4,3.2857558891992085
2,gi,223,4,1,1,2.2973929967265576
2,gi,223,4,3,4,2.1973359385156073
2,gi,223,4,2,4,2.0994906459818594
2,gi,223,1,2,1,1.863870249944739
2,gi,223,1,3,3,2.2879237146116793
2,gi,223,2,3,4,2.0168496387195773
2,gi,223,3,2,2,1.915220995375421
2,gi,223,2,4,2,2.677796483563725
2,gi,223,1,4,1,1.9570488965255208
2,gi,223,1,3,1,1.7397676170803607
2,gi,223,2,1,1,2.271581794077065
2,gi,223,1,2,2,1.895185849571135
2,gi,223,4,1,1,2.0678700305870734
2,gi,223,3,1,1,1.9202231266535819
2,gi,223,3,1,1,1.5432893150718883
2,gi,223,4,2,2,1.7501699075801298
2,gi,223,3,4,4,1.7304933398845606
2,gi,223,3,2,2,1.6352533507160842
2,gi,223,2,3,3,1.7448836080729961
2,gi,223,1,3,3,1.7752514455933124
2,gi,223,1,3,3,1.5944046434015036
2,gi,223,4,1,1,2.5405124201788567
2,gi,223,3,2,2,2.5284522676374763
2,gi,223,4,2,2,1.5090249083586968
2,gi,223,2,4,3,1.8989496357971802
2,gi,223,2,4,4,2.4945589474518783
2,gi,223,1,2,1,2.2610079121077433
2,gi,223,3,2,2,1.4454324761754833
2,gi,223,1,3,3,1.5391554044326767
2,gi,223,3,2,2,2.4465646590688266
2,gi,223,2,4,4,1.9767270679585636
2,gi,223,2,4,4,1.3961408281465992
2,gi,223,3,4,4,1.687392775376793
2,gi,223,3,1,1,1.7510846343939193
2,gi,223,4,2,2,1.4624687808100134
2,gi,223,1,4,4,1.9633762910380028
2,gi,223,3,4,4,1.6285641708527692
2,gi,223,1,3,3,2.241897435800638
2,gi,223,4,2,2,1.757661558163818
2,gi,223,3,1,1,1.3908256627619267
2,gi,223,2,1,1,1.8209364659851417
2,gi,223,4,2,2,1.146679577184841
2,gi,223,3,4,3,1.5746703439508565
2,gi,223,4,3,4,1.3539851392270066
2,gi,223,2,4,2,1.9132719089393504
2,gi,223,1,2,1,1.4222599331405945
2,gi,223,1,4,4,1.8008455128292553
2,gi,223,1,4,4,1.2985707233892754
