experiment,condition,sub_name,left,right,response,RT
2,gi,220,3,4,4,2.86787490567076
2,gi,220,2,3,1,7.894577421582653
2,gi,220,3,4,4,1.3984295694099274
2,gi,220,2,4,4,2.151096373141627
2,gi,220,3,2,3,3.2989722794882255
2,gi,220,2,1,1,1.2849437965924153
2,gi,220,4,3,3,4.981275684593129
2,gi,220,3,1,1,1.1298273725842591
2,gi,220,1,4,4,2.3286986536550103
2,gi,220,3,1,1,1.2652001959068002
2,gi,220,3,2,2,1.3463892508734716
2,gi,220,3,1,1,1.5996826039336156
2,gi,220,4,1,1,1.2740225621964782
2,gi,220,1,3,3,2.644026324371225
2,gi,220,4,3,3,1.5090470388240647
2,gi,220,2,3,3,1.3850162498711143
2,gi,220,4,2,2,1.5769799327827059
2,gi,220,1,3,3,2.084629543693154
2,gi,220,1,3,1,3.4850996080349432
2,gi,220,2,1,1,1.6500262518820819
2,gi,220,2,3,2,2.287035287852632
2,gi,220,1,4,4,3.233277451188769
2,gi,220,4,1,1,1.4915203355049016
2,gi,220,4,3,3,1.6895063971460331
2,gi,220,4,1,1,1.8153438676672522
2,gi,220,1,3,1,2.1878615247260313
2,gi,220,2,3,2,1.6791688944213092
2,gi,220,2,1,1,1.3054084020695882
2,gi,220,1,4,2,1.8744717148365453
2,gi,220,2,1,1,1.348029793414753
2,gi,220,3,4,4,2.5107895740511594
2,gi,220,2,3,3,2.203144068509573
2,gi,220,1,4,1,1.5429220772784902
2,gi,220,1,2,2,1.5696422334294766
2,gi,220,3,1,3,2.449259125860408
2,gi,220,3,2,2,1.5481679646181874
2,gi,220,3,2,2,1.241806027261191
2,gi,220,1,4,1,3.5086461242317455
2,gi,220,2,4,2,1.7519797964778263
2,gi,220,3,4,3,3.059516573965084
2,gi,220,3,1,1,1.1721748590643983
2,gi,220,1,3,1,1.3998568253737176
2,gi,220,3,2,2,1.3379321979591623
2,gi,220,3,2,2,1.0704583351907786
2,gi,220,3,4,4,2.402447695887531
2,gi,220,1,2,2,2.558240542988642
2,gi,220,1,3,1,1.7044021385081578
2,gi,220,2,3,2,1.6252311272692168
2,gi,220,3,1,1,2.792938514772686
2,gi,220,4,2,2,1.5677544067730196
2,gi,220,1,2,2,1.5942660873406567
2,gi,220,3,4,4,2.375696108007105
2,gi,220,3,4,4,2.72921522409888
2,gi,220,3,1,1,1.3986919279268477
2,gi,220,4,1,1,1.1705824262899114
2,gi,220,2,4,2,1.5076226694509387
2,gi,220,4,3,3,2.87543583427032
2,gi,220,3,2,2,1.4526293743401766
2,gi,220,2,3,2,1.3811851099744672
2,gi,220,1,2,2,1.1418724507821025
2,gi,220,2,1,1,1.6856723706732737
2,gi,220,2,3,2,1.9896682704275008
